id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood
805487687,FACILITY IMPROVEMENTS - SPORT FACILITIES,Magee Field Improvements,Facility Improvement,300000,Completed,Magee Field 2,Playing Field,2018,2018-09-26,f,Greenfield
697801796,FACILITY IMPROVEMENTS - SPORT FACILITIES,Stratmore Parklet - Court Repair,Facility Improvement,55313,Completed,Stratmore Park Basketball Court 1,Court,2018,2018-04-04,f,Crafton Heights
458321222,SLOPE FAILURE REMEDIATION,,Engineering and Construction,375000,Planned,Henderson St from Sandusky Ct,Retaining Wall,2018,2018-02-14,f,Fineview
490890861,SLOPE FAILURE REMEDIATION,,Engineering and Construction,375000,Planned,Henderson St from Fountain St,Retaining Wall,2018,2018-02-14,f,Fineview
1449172051,FACILITY IMPROVEMENTS - SPORT FACILITIES,Ammon Park - Court Activation Buttons,Facility Improvement,5750,Planned,Ammon Park,Park,2018,2018-02-14,f,Bedford Dwellings
1217621796,FACILITY IMPROVEMENTS - SPORT FACILITIES,Garland Park - Court Activation Buttons,Facility Improvement,11500,Planned,Garland Park,Park,2018,2018-02-14,f,East Liberty
1362156198,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Broadway Avenue Complete Streets,Engineering and Construction,300000,Planned,,Non-Asset,2018,2018-02-14,f,Beechview
2129028466,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Centre Avenue - Preliminary Engineering,Engineering and Construction,250000,Planned,,Non-Asset,2018,2018-02-14,f,Crawford-Roberts
896139348,7500 - FACILITY IMPROVEMENTS,9th Floor OMI-Cable Bureau Temp Control System,Facility Improvement,80000,Completed,City-County Building,Facility,2017,2017-04-18,f,Central Business District
223087014,McFARREN STREET (SECOND AVENUE) BRIDGE (TIP),Bridge Construction,Engineering and Construction,3382000,Planned,MacFarren St Bridge,Bridge,2018,2018-03-07,f,
1495708726,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Sewer backup in Kitchen. Replace main sewer line through center of bay.,Facility Improvement,69800,Completed,Firehouse 13,Facility,2018,2018-06-28,f,Hazelwood
1098149784,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Lead remediation on two firing berms,Facility Improvement,61657.07,Completed,Police Firing Range Building,Facility,2018,2018-05-07,f,Lincoln-Lemington-Belmar
1018565734,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Install new AC condensers,Facility Improvement,57250.32,Completed,Police Zone 05,Facility,2018,2018-05-07,f,Highland Park
596989787,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,"repoint front exterior, and partial repoint rear, repair masonry at roof",Facility Improvement,85103.58,Completed,Medic 03 Police Zone 06,Facility,2018,2018-04-02,f,West End
1583420840,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Roof replacement,Facility Improvement,429944,Completed,Firehouse 24,Facility,2018,2018-07-16,f,South Side Flats
605577424,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Tower & Roof replacment,Facility Improvement,189745,Completed,Firehouse 35,Facility,2018,2018-09-01,f,Brighton Heights
139330705,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Roof repairs,Facility Improvement,119954,Completed,Medic 03 Police Zone 06,Facility,2018,2018-09-01,f,West End
171174313,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,"repair exterior masonry at bay doors, and spot re-point throughout exterior",Facility Improvement,8270.57,Completed,Firehouse 17,Facility,2018,2018-07-09,f,Homewood South
1189705260,WEST OHIO STREET BRIDGE (TIP),WEST OHIO STREET BRIDGE - CONSTRUCTION,Engineering and Construction,12800,Planned,West Ohio Street Bridge,Bridge,2019,2019-02-05,f,Allegheny West
3930462,WEST OHIO STREET BRIDGE (TIP),WEST OHIO STREET BRIDGE - CONSTRUCTION,Engineering and Construction,243200,Planned,West Ohio Street Bridge,Bridge,2019,2019-02-05,f,Allegheny West
2014707682,FACILITY IMPROVEMENTS - SPORT FACILITIES,FRICK PARK - BASKETBALL COURT UPGRADE,Facility Improvement,125500,In Progress,Frick Park Basketball Court 1,Court,2019,2019-11-05,f,Squirrel Hill South
532967575,FACILITY IMPROVEMENTS,MCBRIDE DEK HOCKEY RELOCATION,Facility Improvement,390000,Planned,McBride Park Dek Hockey Court,Court,2019,2019-02-05,f,Lincoln Place
1684546432,POOL REHABILITATION,POOL LINER UPGRADE - AMMON POOL,Facility Improvement,125000,Planned,Ammon,Pool,2019,2019-04-11,f,Bedford Dwellings
404468979,POOL REHABILITATION,POOL LINER UPGRADE - MCBRIDE POOL,Facility Improvement,50000,In Progress,McBride,Pool,2019,2019-04-11,f,Lincoln Place
466713735,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,FIRE STATION 23 - IMPROVEMENTS,Facility Improvement,442127,In Progress,Firehouse 23,Facility,2019,2019-08-12,f,Carrick
589162334,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,FIRE STATION 38 - SOLAR ENERGY GENERATION AND STORAGE,Facility Improvement,91000,Planned,Firehouse 38,Facility,2019,2019-02-05,f,Spring Hill-City View
120633188,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,FIRE STATION 8 - IMPROVEMENTS,Facility Improvement,1115000,In Progress,Firehouse 08,Facility,2019,2019-04-11,f,East Liberty
1055896727,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,FIRING RANGE IMPROVEMENTS,Facility Improvement,750000,In Progress,Police Firing Range Building,Facility,2019,2019-05-16,f,Lincoln-Lemington-Belmar
2092594494,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,THADDEUS STEVENS SCHOOL - SPECIAL DEPLOYMENT DIVISION CONVERSION,Facility Improvement,500000,In Progress,Thaddeus Stevens Elementary School,Facility,2019,2019-07-05,f,Elliott
1610645575,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,THADDEUS STEVENS SCHOOL - SPECIAL DEPLOYMENT DIVISION CONVERSION,Facility Improvement,605000,In Progress,Thaddeus Stevens Elementary School,Facility,2019,2019-07-05,f,Elliott
1804717955,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,JEFFERSON RECREATION -  CENTER REHABILITATION,Facility Improvement,192000,Planned,Jefferson Recreation Center,Facility,2019,2019-02-05,f,Central Northside
2139250524,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,JEFFERSON RECREATION -  CENTER REHABILITATION,Facility Improvement,306000,In Progress,Jefferson Recreation Center,Facility,2019,2019-11-21,f,Central Northside
970774798,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,OLIVER BATH HOUSE - ARCHITECTURAL REVIEW AND REHABILITATION,Facility Improvement,618655,In Progress,Oliver Bath House,Facility,2019,2019-04-11,f,South Side Flats
926494651,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,OLIVER BATH HOUSE - ARCHITECTURAL REVIEW AND REHABILITATION,Facility Improvement,618655,In Progress,Oliver Bath House,Facility,2019,2019-04-11,f,South Side Flats
1897114320,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,OLYMPIA PARK BUILDING PHASE III,Facility Improvement,335000,Planned,Olympia Park Recreation Center,Facility,2019,2019-02-05,f,Mount Washington
601006656,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,PAULSON RECREATION CENTER - INTERIOR UPGRADES,Facility Improvement,120000,Planned,Paulson Recreation Center,Facility,2019,2019-02-05,f,Lincoln-Lemington-Belmar
1317992739,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,ROBERT E. WILLIAMS COMMUNITY CENTER - RECONSTRUCTION,Facility Improvement,1100000,Planned,Robert E Williams Recreation Center,Facility,2019,2019-02-05,f,Upper Hill
835965731,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,SHERADEN HEALTHY ACTIVE LIVING CENTER - ADA ACCESS UPGRADES,Facility Improvement,300000,Planned,Sheraden Senior Center,Facility,2019,2019-02-05,f,Sheraden
1211713142,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,SHERADEN HEALTHY ACTIVE LIVING CENTER - BOCCE COURT UPGRADE,Facility Improvement,60000,Planned,Sheraden Senior Center,Facility,2019,2019-02-05,f,Sheraden
454894021,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,SHERADEN HEALTHY ACTIVE LIVING CENTER - EXTERIOR UPGRADES,Facility Improvement,135000,Planned,Sheraden Senior Center,Facility,2019,2019-02-05,f,Sheraden
284539199,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,WARRINGTON RECREATION CENTER - EXTERIOR UPGRADES,Facility Improvement,450000,Completed,Warrington Recreation Center,Facility,2019,2019-04-11,f,Beltzhoover
431539834,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,RAD PARKS - RINK UPGRADES,Facility Improvement,850000,In Progress,Schenley Park Skating Rink Building,Facility,2019,2019-08-12,f,Squirrel Hill South
254060257,COMPREHENSIVE PLAN,KENNARD PARK MASTER PLAN,Administration/Sub-Award,40000,Planned,Kennard Park,Park,2019,2019-02-05,f,Terrace Village
1402534424,COMPREHENSIVE PLAN,KENNARD PARK MASTER PLAN,Administration/Sub-Award,60000,Planned,Kennard Park,Park,2019,2019-02-05,f,Terrace Village
298359702,FACILITY IMPROVEMENTS - SPORT FACILITIES,PHILLIPS PARK - EQUIPMENT UPGRADES,Facility Improvement,300000,Planned,Phillips Park,Park,2019,2019-02-05,f,Carrick
142274905,LOWER HETH'S RUN,HETH'S RUN - CONCEPTUAL DESIGN,Facility Improvement,442000,Planned,Highland Park,Park,2019,2019-02-05,f,Highland Park
1565281973,PARK RECONSTRUCTION,ARSENAL PARK - PHASE I DESIGN DOCUMENTS,Facility Improvement,200000,In Progress,Arsenal Park,Park,2019,2019-11-05,f,Lower Lawrenceville
826453656,PARK RECONSTRUCTION,BUD HAMMER - EQUIPMENT UPGRADES,Facility Improvement,200000,Planned,Bud Hammer Park,Park,2019,2019-02-05,f,Hazelwood
451624482,PARK RECONSTRUCTION,GRANVILLE PARKLET - PARK UPGRADES,Facility Improvement,250000,Planned,Granville Park,Park,2019,2019-02-05,f,Crawford-Roberts
1060694403,PARK RECONSTRUCTION,HOMEWOOD PARK - DESIGN,Facility Improvement,1400000,Planned,Homewood Park,Park,2019,2019-02-05,f,Homewood South
1321009241,PARK RECONSTRUCTION,LESLIE PARK - ENGINEERING STUDY,Facility Improvement,200000,Planned,Leslie Park,Park,2019,2019-02-05,f,Central Lawrenceville
931978743,PARK RECONSTRUCTION,LEWIS PARKLET - EQUIPMENT UPGRADES,Facility Improvement,100000,Planned,Lewis Park,Park,2019,2019-02-05,f,Hazelwood
1787768304,PARK RECONSTRUCTION,SOUTH SIDE PARK - PHASE I DESIGN,Facility Improvement,400000,Planned,Southside Park,Park,2019,2019-02-05,f,South Side Slopes
754584252,PARK RECONSTRUCTION,TOWNSEND PARKLET - PARK UPGRADES,Facility Improvement,200000,In Progress,Townsend Park,Park,2019,2019-08-12,f,Elliott
982141021,PARK RECONSTRUCTION,TOWNSEND PARKLET - PARK UPGRADES,Facility Improvement,455000,In Progress,Townsend Park,Park,2019,2019-08-12,f,Elliott
1140223144,COMPLETE STREETS,CENTRE & DITHRIDGE - INTERSECTION UPGRADES,Engineering and Construction,50000,Planned,2588,Pavement,2019,2019-02-05,f,North Oakland
220656954,COMPLETE STREETS,CENTRE AVE - PRELIMINARY ENGINEERING,Engineering and Construction,250000,Planned,18580,Pavement,2019,2019-02-05,f,Middle Hill
108005428,COMPLETE STREETS,MELWOOD - TRAFFIC CALMING,Engineering and Construction,100000,Planned,4487,Pavement,2019,2019-02-05,f,Polish Hill
1510370888,COMPLETE STREETS,SHADY AVE - TRAFFIC CALMING STUDY,Engineering and Construction,60000,Planned,7039,Pavement,2019,2019-02-05,f,Point Breeze
162720900,COMPLETE STREETS,STRIP DISTRICT - BIKE INFRASTRUCTURE PLANNING,Engineering and Construction,150000,Planned,11858,Pavement,2019,2019-02-05,f,Strip District
1343319926,COMPLETE STREETS,WALNUT STREET - INTERSECTION UPGRADES,Engineering and Construction,100000,Planned,11275,Pavement,2019,2019-02-05,f,Shadyside
1747157429,COMPLETE STREETS,WARRINGTON & BOGGSTON - TRAFFIC CALMING,Engineering and Construction,100000,Planned,18684,Pavement,2019,2019-02-05,f,Beltzhoover
336270312,EAST CARSON STREET,EAST CARSON STREET - CONSTRUCTION,Engineering and Construction,2000000,Planned,7490,Pavement,2019,2019-02-05,f,South Side Flats
1186182493,FLOOD CONTROL PROJECTS,GLENBURY - WATER MITIGATION,Engineering and Construction,1000000,Planned,1743,Pavement,2019,2019-02-05,f,Overbrook
267387200,FLOOD CONTROL PROJECTS,SAINT NORBERTS ST - WATER MITIGATION,Engineering and Construction,500000,Planned,7129,Pavement,2019,2019-02-05,f,Overbrook
963683720,FLOOD CONTROL PROJECTS,STEWART AVE - WATER MITIGATION,Engineering and Construction,500000,Planned,1502,Pavement,2019,2019-02-05,f,Carrick
970880004,FLOOD CONTROL PROJECTS,VODELI STREET - WATER MITIGATION,Engineering and Construction,500000,Planned,13502,Pavement,2019,2019-02-05,f,Beechview
893819277,FLOOD CONTROL PROJECTS,WALDE ST - STREET DRAINAGE UPGRADES,Engineering and Construction,250000,Planned,12970,Pavement,2019,2019-02-05,f,Mount Oliver Borough
1934747185,LIBERTY AVENUE (HSIP),LIBERTY AVE (HSIP) - FINAL DESIGN,Engineering and Construction,100000,Planned,954,Pavement,2019,2019-02-05,f,Strip District
454208439,LIBERTY AVENUE (HSIP),LIBERTY AVE (HSIP) - FINAL DESIGN,Engineering and Construction,400000,Planned,954,Pavement,2019,2019-02-05,f,Strip District
1509440906,LIBERTY AVENUE (HSIP),LIBERTY AVE (HSIP) - PRELIMINARY ENGINEERING,Engineering and Construction,55000,Planned,954,Pavement,2019,2019-02-05,f,Strip District
190288804,LIBERTY AVENUE (HSIP),LIBERTY AVE (HSIP) - PRELIMINARY ENGINEERING,Engineering and Construction,220000,Planned,954,Pavement,2019,2019-02-05,f,Strip District
1139160330,RAMP AND PUBLIC SIDEWALK,SAINT JOSEPH ST - SIDEWALK UPGRADES,Engineering and Construction,100000,Planned,5876,Pavement,2019,2019-02-05,f,Mt. Oliver
284574447,SMALLMAN STREET RECONSTRUCTION,SMALLMAN STREET -  RECONSTRUCTION,Engineering and Construction,1000000,Planned,5012,Pavement,2019,2019-02-05,f,Strip District
1819629922,SMALLMAN STREET RECONSTRUCTION,SMALLMAN STREET -  RECONSTRUCTION,Engineering and Construction,1730000,Planned,5012,Pavement,2019,2019-02-05,f,Strip District
798714177,SMITHFIELD STREET (TIP),SMITHFIELD ST - PRELIMINARY ENGINEERING,Engineering and Construction,90000,Planned,15575,Pavement,2019,2019-02-05,f,Central Business District
585086223,SMITHFIELD STREET (TIP),SMITHFIELD ST - PRELIMINARY ENGINEERING,Engineering and Construction,360000,Planned,15575,Pavement,2019,2019-02-05,f,Central Business District
842575827,28TH STREET BRIDGE (TIP),28TH STREET BRIDGE - PRELIMINARY ENGINEERING,Engineering and Construction,37500,Planned,28th Street Bridge,Bridge,2019,2019-02-06,f,Strip District
1365853602,28TH STREET BRIDGE (TIP),28TH STREET BRIDGE - PRELIMINARY ENGINEERING,Engineering and Construction,712500,Planned,28th Street Bridge,Bridge,2019,2019-02-06,f,Strip District
860367290,BRIDGE UPGRADES,30TH STREET BRIDGE UPGRADE,Engineering and Construction,175000,Planned,Herr's Island Bridge,Bridge,2019,2019-02-06,f,Troy Hill
525286793,BRIDGE UPGRADES,LOWRIE STREET - BRIDGE UPGRADES,Engineering and Construction,200000,Planned,Lowrie Street Bridge,Bridge,2019,2019-02-06,f,Troy Hill
337387728,PLAY AREA IMPROVEMENTS,AMMON PLAYGROUND - EQUIPMENT UPGRADES,Facility Improvement,150000,Planned,Ammon Playground,Playground,2019,2019-02-06,f,Bedford Dwellings
144307522,PLAY AREA IMPROVEMENTS,BAXTER PLAYGROUND - EQUIPMENT UPGRADES,Facility Improvement,150000,Planned,Baxter Playground,Playground,2019,2019-02-06,f,Homewood North
210047469,PLAY AREA IMPROVEMENTS,FINEVIEW PLAYGROUND - EQUIPMENT UPGRADES,Facility Improvement,150000,In Progress,Fineview Playground,Playground,2019,2019-05-16,f,Fineview
1200882231,PLAY AREA IMPROVEMENTS,FINEVIEW PLAYGROUND - PLAY AREA UPGRADES,Facility Improvement,125000,In Progress,Fineview Playground,Playground,2019,2019-05-16,f,Fineview
1976722795,PLAY AREA IMPROVEMENTS,JEFFERSON PLAYGROUND - SITE/ACCESSIBILITY UPGRADES,Facility Improvement,194000,Planned,Jefferson Playground,Playground,2019,2019-02-06,f,Central Northside
558392650,PLAY AREA IMPROVEMENTS,JEFFERSON PLAYGROUND - SITE/ACCESSIBILITY UPGRADES,Facility Improvement,308000,Planned,Jefferson Playground,Playground,2019,2019-02-06,f,Central Northside
1772869743,PLAY AREA IMPROVEMENTS,McKINLEY PLAYGROUND - EQUIPMENT UPGRADES,Facility Improvement,150000,Planned,Mckinley Bausman Playground,Playground,2019,2019-02-06,f,Beltzhoover
251539663,SLOPE FAILURE REMEDIATION,BRAHM STREET WALL - SLOPE IMPROVEMENTS,Engineering and Construction,1500000,Planned,Brahm St,Retaining Wall,2019,2019-02-06,f,Spring Hill-City View
267170034,SLOPE FAILURE REMEDIATION,HENDERSON ST - WALL IMPROVEMENTS,Engineering and Construction,750000,Planned,Henderson St from Fountain St,Retaining Wall,2019,2019-02-06,f,Fineview
666812560,SLOPE FAILURE REMEDIATION,LANDER ST - SLOPE IMPROVEMENTS,Engineering and Construction,850000,Planned,Mardo Way,Retaining Wall,2019,2019-02-06,f,Elliott
2010806451,SLOPE FAILURE REMEDIATION,LOWER WILLIAM ST - SLOPE IMPROVEMENTS,Engineering and Construction,500000,Planned,Arlington Ave from William St,Retaining Wall,2019,2019-02-06,f,Allentown
1493569808,SLOPE FAILURE REMEDIATION,NEWTON ST - SLOPE IMPROVEMENTS,Engineering and Construction,1000000,Planned,Arlington Ave from PJ McArdle Rdwy to Newton St,Retaining Wall,2019,2019-02-06,f,South Side Slopes
1500353737,SLOPE FAILURE REMEDIATION,PARKWOOD ST - SLOPE IMPROVEMENTS,Engineering and Construction,250000,Planned,Parkwood Rd,Retaining Wall,2019,2019-02-06,f,Arlington
235052765,SLOPE FAILURE REMEDIATION,UPPER WILLIAM ST - SLOPE IMPROVEMENTS,Engineering and Construction,200000,Planned,William St 1,Retaining Wall,2019,2019-02-06,f,Mount Washington
664550967,18TH STREET SIGNAL UPDATES (TIP),18TH STREET SIGNALS -  FINAL DESIGN,Engineering and Construction,23000,Planned,TS279,Signalized Intersection,2019,2019-02-06,f,South Side Flats
412892934,18TH STREET SIGNAL UPDATES (TIP),18TH STREET SIGNALS -  FINAL DESIGN,Engineering and Construction,92000,Planned,TS279,Signalized Intersection,2019,2019-02-06,f,South Side Flats
2002519183,COMPLETE STREETS,40TH & PENN - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS356,Signalized Intersection,2019,2019-02-06,f,Bloomfield
883263912,COMPLETE STREETS,AIKEN & CENTRE - PEDESTRIAN SIGNAL UPGRADES,Engineering and Construction,205000,Planned,TS2,Signalized Intersection,2019,2019-02-06,f,Shadyside
720099362,COMPLETE STREETS,ALLEGHENY CIRCLE - PHASE II CONSTRUCTION,Engineering and Construction,100000,Planned,TS237,Signalized Intersection,2019,2019-02-06,f,Allegheny Center
1111207871,COMPLETE STREETS,BELLEFIELD & FIFTH - SIGNAL UPGRADES,Engineering and Construction,65000,Planned,TS102,Signalized Intersection,2019,2019-02-06,f,North Oakland
768789779,COMPLETE STREETS,CALIFORNIA & ANTRIM - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS39,Signalized Intersection,2019,2019-02-06,f,Brighton Heights
1919662181,COMPLETE STREETS,FORWARD & MURRAY - PEDESTRIAN UPGRADES,Engineering and Construction,295000,Planned,TS359,Signalized Intersection,2019,2019-02-06,f,Squirrel Hill South
892110751,COMPLETE STREETS,FRANKSTOWN & EAST LIBERTY - SIGNAL UPGRADES,Engineering and Construction,265000,Planned,TS151,Signalized Intersection,2019,2019-02-06,f,Larimer
661532843,COMPLETE STREETS,LIBERTY & MAIN - INTERSECTION UPGRADES,Engineering and Construction,400000,Planned,TS129,Signalized Intersection,2019,2019-02-06,f,Bloomfield
67539409,COMPLETE STREETS,LIBERTY & MILLVALE - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS423,Signalized Intersection,2019,2019-02-06,f,Bloomfield
732971982,COMPLETE STREETS,NORTHUMBERLAND & SHADY - INTERSECTION RECONSTRUCTION,Engineering and Construction,140000,Planned,TS482,Signalized Intersection,2019,2019-02-06,f,Squirrel Hill North
779587792,COMPLETE STREETS,SARAH & 20TH - SIGNAL UPGRADES,Engineering and Construction,155000,Planned,TS516,Signalized Intersection,2019,2019-02-06,f,South Side Flats
1299508675,STEP REPAIR AND REPLACEMENT,GREENFIELD AVE - STEP UPGRADES,Engineering and Construction,135000,Planned,Greenfield Ave at Magee Playground to Blanton St,Step,2019,2019-02-06,f,Greenfield
1539527490,STEP REPAIR AND REPLACEMENT,HALPIN ST - STEP UPGRADES,Engineering and Construction,300000,Planned,Halpin St from Maple Terrace to Belonda St,Step,2019,2019-02-06,f,Mount Washington
976768437,STEP REPAIR AND REPLACEMENT,JAMES ST - STEP UPGRADES,Engineering and Construction,200000,Planned,James St to Fountain St,Step,2019,2019-02-06,f,Central Northside
1806057609,ADA COMPLIANCE,First Responders Guide for People with Disabilities,Administration/Sub-Award,8000,Planned,,Non-Asset,2017,2017-02-08,,
509160176,BIKE SHARE,Education and Outreach,Engineering and Construction,1500,Planned,,Non-Asset,2017,2017-02-08,,
563830573,BIKE SHARE,Shipping,Engineering and Construction,9000,Planned,,Non-Asset,2017,2017-02-08,,
279361630,BIKE SHARE,Administration,Engineering and Construction,10000,Planned,,Non-Asset,2017,2017-02-08,,
850241936,BIKE SHARE,Import Duties and Customs,Engineering and Construction,18000,Planned,,Non-Asset,2017,2017-02-08,,
959725113,BIKE SHARE,Education and Outreach,Engineering and Construction,48500,Planned,,Non-Asset,2017,2017-02-08,,
2138074579,BIKE SHARE,"Planning, Engineering, and Siting",Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,
640076703,BIKE SHARE,Docks (500),Engineering and Construction,125000,Planned,,Non-Asset,2017,2017-02-08,,
1176645534,BIKE SHARE,Kiosks (25),Engineering and Construction,187500,Planned,,Non-Asset,2017,2017-02-08,,
1591414121,BIKE SHARE,Bikes (250),Engineering and Construction,325000,Planned,,Non-Asset,2017,2017-02-08,,
1089850663,CAPITAL EQUIPMENT ACQUISITION,Capital Equipment Acquisition,Vehicles and Equipment,1812131,Planned,,Non-Asset,2017,2017-02-08,,
929314916,CAPITAL EQUIPMENT ACQUISITION,Capital Equipment Acquisition,Vehicles and Equipment,3187869,Planned,,Non-Asset,2017,2017-02-08,,
185639249,CDBG ADMINISTRATION,Overall Administration,Administration/Sub-Award,55000,Planned,,Non-Asset,2017,2017-02-08,,
1407863670,CDBG PERSONNEL,Overall Administration,Administration/Sub-Award,1100000,Planned,,Non-Asset,2017,2017-02-08,,
1508404138,CENTER FOR INNOVATION AND ENTREPRENEURSHIP,"New Business Start Up, Business Expansion, and Business Attraction",Neighborhood and Community Development,200000,Planned,,Non-Asset,2017,2017-02-08,,
395628538,CHOICE NEIGHBORHOOD,Mixed Income Rental Development,Neighborhood and Community Development,109040,Planned,,Non-Asset,2017,2017-02-08,,
1711303231,CHOICE NEIGHBORHOOD,Park Construction,Neighborhood and Community Development,272700,Planned,,Non-Asset,2017,2017-02-08,,
1195483380,CHOICE NEIGHBORHOOD,Green Infrastructure,Neighborhood and Community Development,272700,Planned,,Non-Asset,2017,2017-02-08,,
464527610,CHOICE NEIGHBORHOOD,Owner-Occupied Fa̤ade  Renovations,Neighborhood and Community Development,400000,Planned,,Non-Asset,2017,2017-02-08,,
79948394,CHOICE NEIGHBORHOOD,Mixed Income Rental Development,Neighborhood and Community Development,1454400,Planned,,Non-Asset,2017,2017-02-08,,
1025851891,CITIZEN PARTICIPATION,Provide Information to the City of Pittsburgh Regarding the CDBG Program,Administration/Sub-Award,200000,Planned,,Non-Asset,2017,2017-02-08,,
485811647,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims - Pittsburgh Mediation Center,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
832421824,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1867875910,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Safety,Administration/Sub-Award,16000,Planned,,Non-Asset,2017,2017-02-08,,
1206789398,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Hunger,Administration/Sub-Award,64000,Planned,,Non-Asset,2017,2017-02-08,,
650157383,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,65000,Planned,,Non-Asset,2017,2017-02-08,,
1596798826,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 1 Seniors and Low & Moderate Income residents,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,
2017997452,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,75000,Planned,,Non-Asset,2017,2017-02-08,,
15617822,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims - Crisis Intervention,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1060767135,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
431503827,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Southside Slopes Neighborhood Association,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1133224421,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Saint Paul's Benevolent & Missionary Institute,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1359214332,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Saint Clair Athletic Association,Administration/Sub-Award,4000,Planned,,Non-Asset,2017,2017-02-08,,
1249627394,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,City Council's Unspecified Local Option,Administration/Sub-Award,5000,Planned,,Non-Asset,2017,2017-02-08,,
1792522481,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims of Violence & Crime / Pittsburgh Mediation Center,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,,
1165982255,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2017-02-08,,
625933011,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2017-02-08,,
1177549293,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Womens Center and Shelter,Administration/Sub-Award,3000,Planned,,Non-Asset,2017,2017-02-08,,
2127914303,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Brookline Christian Food Pantry,Administration/Sub-Award,10000,Planned,,Non-Asset,2017,2017-02-08,,
1696615757,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,1000,Planned,,Non-Asset,2017,2017-02-08,,
